house_area_sqft,lot_area_sqft,bedrooms,bathrooms,year_built,overall_quality,garage_capacity,basement_area_sqft,distance_to_city_center_km,neighborhood,renovation_status,sale_price
1360.0,6215.0,2.0,1.5,1972.0,6.0,2.0,1011.0,3.3,Yeka,Partially renovated,780361.0
1941.0,2717.0,4.0,,2024.0,5.0,2.0,1523.0,4.2,Yeka,Not renovated,868450.0
1246.0,4187.0,3.0,3.0,2012.0,6.0,2.0,946.0,14.6,Kirkos,Partially renovated,570779.0
1677.0,5027.0,4.0,3.0,2021.0,6.0,3.0,1293.0,5.2,Yeka,Not renovated,1049475.0
1400.0,2593.0,4.0,3.0,2023.0,5.0,2.0,550.0,5.5,Kirkos,Not renovated,626760.0
1948.0,,5.0,4.0,2008.0,9.0,0.0,0.0,12.4,Bole,Fully renovated,1400823.0
1822.0,3429.0,5.0,4.5,1986.0,9.0,2.0,0.0,6.1,Nifas Silk,Not renovated,913491.0
1225.0,4585.0,3.0,2.0,1974.0,8.0,1.0,735.0,4.7,Arada,Not renovated,662134.0
1464.0,4855.0,3.0,2.5,2018.0,5.0,1.0,1050.0,9.0,Yeka,Partially renovated,825644.0
2210.0,3339.0,5.0,4.0,1996.0,8.0,2.0,1716.0,7.7,,Not renovated,1121537.0
1772.0,2768.0,4.0,3.5,2024.0,7.0,0.0,1088.0,5.6,Arada,Fully renovated,1141354.0
964.0,3899.0,2.0,2.0,1988.0,7.0,1.0,604.0,5.9,Bole,Not renovated,592003.0
1937.0,4837.0,4.0,4.0,2024.0,8.0,3.0,0.0,3.9,Lideta,Fully renovated,1164820.0
1072.0,4100.0,2.0,1.5,1992.0,7.0,2.0,0.0,2.0,Bole,Fully renovated,830712.0
2506.0,9539.0,6.0,4.5,2022.0,7.0,2.0,1615.0,7.0,Bole,Not renovated,1577711.0
2196.0,8960.0,5.0,4.0,2024.0,7.0,2.0,916.0,1.4,Bole,Not renovated,1469665.0
1711.0,3926.0,4.0,2.5,1975.0,7.0,2.0,912.0,2.1,Arada,Partially renovated,766620.0
1635.0,5559.0,3.0,2.0,1985.0,3.0,1.0,712.0,4.1,Lideta,Partially renovated,677608.0
1444.0,6183.0,4.0,3.0,1974.0,6.0,1.0,979.0,3.8,Arada,Not renovated,617803.0
1952.0,3422.0,4.0,4.0,1970.0,5.0,2.0,1245.0,7.5,Nifas Silk,Not renovated,715781.0
1366.0,3264.0,1.0,1.0,2008.0,4.0,3.0,1014.0,8.8,Bole,,683784.0
1679.0,3621.0,4.0,3.0,1991.0,9.0,1.0,1224.0,15.9,Arada,Partially renovated,887649.0
2085.0,4802.0,6.0,5.0,1996.0,9.0,2.0,0.0,1.2,Kirkos,Partially renovated,1433773.0
1280.0,4273.0,2.0,2.5,2006.0,8.0,3.0,264.0,6.5,Nifas Silk,Not renovated,735373.0
1257.0,3566.0,3.0,3.0,1958.0,7.0,1.0,741.0,6.3,Kirkos,Partially renovated,664970.0
1033.0,3213.0,3.0,2.0,2021.0,8.0,0.0,871.0,5.8,Kirkos,Partially renovated,646738.0
1079.0,2315.0,2.0,1.5,1988.0,6.0,2.0,0.0,7.0,Lideta,Fully renovated,579584.0
832.0,1476.0,2.0,3.0,2006.0,7.0,0.0,626.0,8.0,Nifas Silk,Not renovated,295506.0
1987.0,4529.0,4.0,3.5,2007.0,5.0,1.0,1604.0,11.2,Lideta,Not renovated,742282.0
2867.0,12119.0,6.0,4.5,2022.0,7.0,2.0,0.0,5.9,Arada,Not renovated,1551378.0
2516.0,8221.0,6.0,5.0,1993.0,6.0,2.0,1848.0,13.4,Lideta,Partially renovated,1007961.0
892.0,2521.0,2.0,2.5,1953.0,4.0,0.0,409.0,6.0,Yeka,Not renovated,393983.0
1983.0,7382.0,5.0,3.5,1996.0,6.0,2.0,1102.0,3.5,Kirkos,Not renovated,1003711.0
2514.0,4426.0,6.0,4.5,1999.0,6.0,2.0,0.0,5.6,Bole,Partially renovated,1611705.0
1327.0,3140.0,3.0,3.0,1974.0,9.0,2.0,550.0,2.5,Bole,Partially renovated,996179.0
1604.0,3884.0,3.0,2.0,1998.0,8.0,2.0,0.0,2.6,Lideta,Not renovated,791481.0
783.0,3845.0,2.0,2.0,1988.0,6.0,0.0,,4.4,Arada,Not renovated,476086.0
1697.0,,4.0,2.5,1968.0,7.0,2.0,568.0,3.9,Arada,Not renovated,894832.0
1080.0,3552.0,1.0,1.0,2008.0,6.0,3.0,0.0,11.0,Lideta,Not renovated,515577.0
1659.0,2553.0,4.0,3.0,1984.0,6.0,2.0,966.0,4.3,Kirkos,Not renovated,782991.0
912.0,2367.0,1.0,1.5,1987.0,5.0,0.0,509.0,2.3,Bole,Not renovated,638573.0
1864.0,5990.0,5.0,3.5,1986.0,6.0,3.0,1618.0,4.9,Arada,Not renovated,1254516.0
2196.0,5413.0,5.0,3.5,2020.0,5.0,3.0,,5.9,Arada,Fully renovated,1275212.0
1188.0,5162.0,2.0,2.0,1994.0,4.0,2.0,184.0,5.3,Nifas Silk,Fully renovated,555784.0
1053.0,4191.0,2.0,1.0,1997.0,7.0,,995.0,2.2,Nifas Silk,Not renovated,562156.0
745.0,1685.0,1.0,1.5,1986.0,7.0,0.0,546.0,11.8,Lideta,Partially renovated,334647.0
1416.0,5253.0,3.0,3.0,2004.0,3.0,2.0,1096.0,1.1,Lideta,Not renovated,777205.0
1272.0,5582.0,4.0,3.0,2022.0,6.0,2.0,1028.0,5.2,Nifas Silk,Fully renovated,783753.0
915.0,,4.0,3.0,2008.0,8.0,0.0,254.0,2.1,Bole,Fully renovated,839242.0
1808.0,6055.0,5.0,4.0,2009.0,8.0,0.0,1348.0,9.3,Bole,Partially renovated,1182529.0
1330.0,5576.0,3.0,1.5,2007.0,8.0,1.0,445.0,6.5,Lideta,Partially renovated,708211.0
1075.0,2294.0,2.0,2.0,1967.0,6.0,3.0,584.0,,Arada,Not renovated,597978.0
1284.0,6042.0,2.0,3.5,1977.0,5.0,0.0,519.0,4.1,Yeka,Not renovated,753999.0
2231.0,3291.0,6.0,4.5,1991.0,5.0,2.0,,11.1,Nifas Silk,Not renovated,774791.0
1903.0,6111.0,4.0,3.0,1980.0,7.0,1.0,0.0,4.1,Kirkos,Not renovated,989035.0
1483.0,4385.0,5.0,4.5,1974.0,7.0,2.0,603.0,14.1,Lideta,Partially renovated,746431.0
1913.0,6119.0,5.0,5.0,1958.0,8.0,2.0,,2.6,Kirkos,Not renovated,1151049.0
1045.0,2897.0,1.0,1.5,1968.0,8.0,1.0,0.0,4.9,Arada,Not renovated,425227.0
1567.0,4968.0,3.0,1.5,1990.0,6.0,2.0,0.0,7.9,Lideta,Partially renovated,645778.0
1630.0,,3.0,3.0,1994.0,4.0,2.0,787.0,6.8,Nifas Silk,Partially renovated,552097.0
1321.0,3214.0,3.0,4.0,1979.0,6.0,1.0,726.0,4.7,Kirkos,Partially renovated,780911.0
1797.0,4124.0,4.0,3.5,1997.0,7.0,2.0,1278.0,1.2,Arada,Partially renovated,1015445.0
1189.0,3707.0,5.0,3.0,1986.0,6.0,2.0,0.0,5.5,Arada,Fully renovated,725187.0
1843.0,5669.0,4.0,3.5,2017.0,5.0,2.0,1452.0,3.8,Kirkos,Not renovated,857015.0
1870.0,4096.0,4.0,2.5,1992.0,7.0,2.0,787.0,3.1,Arada,Partially renovated,1022794.0
575.0,1973.0,2.0,2.5,2009.0,5.0,0.0,109.0,8.2,Kirkos,Not renovated,262107.0
2323.0,5160.0,5.0,3.5,1999.0,5.0,1.0,958.0,1.0,Arada,,1123648.0
550.0,1325.0,1.0,1.0,1967.0,7.0,1.0,0.0,4.8,Arada,Fully renovated,436692.0
1257.0,3771.0,2.0,1.5,1993.0,6.0,2.0,,0.5,Yeka,Not renovated,783536.0
2197.0,5543.0,5.0,3.5,1970.0,7.0,2.0,910.0,6.8,Lideta,,960048.0
1391.0,5152.0,4.0,4.0,1993.0,7.0,2.0,1049.0,8.2,Nifas Silk,Not renovated,517110.0
942.0,2272.0,2.0,2.0,1980.0,4.0,0.0,0.0,5.4,Nifas Silk,Fully renovated,388043.0
1069.0,1011.0,3.0,2.0,2003.0,5.0,2.0,278.0,3.5,Yeka,Fully renovated,664721.0
2198.0,9926.0,6.0,4.0,1968.0,8.0,2.0,1417.0,11.0,Nifas Silk,Not renovated,1022053.0
806.0,2292.0,2.0,1.0,1995.0,4.0,1.0,429.0,11.5,Kirkos,Partially renovated,434928.0
2275.0,8595.0,5.0,3.0,2006.0,3.0,2.0,933.0,6.1,Kirkos,Not renovated,956662.0
1521.0,6646.0,3.0,2.5,2013.0,3.0,2.0,0.0,12.6,Kirkos,Partially renovated,757806.0
1033.0,4573.0,2.0,2.5,1980.0,6.0,1.0,326.0,2.6,Bole,Not renovated,641010.0
1271.0,3041.0,3.0,2.0,1995.0,6.0,2.0,388.0,4.5,Yeka,Not renovated,680134.0
1097.0,3917.0,3.0,3.5,1999.0,6.0,1.0,774.0,0.6,Yeka,Partially renovated,896942.0
2081.0,6967.0,5.0,3.5,2024.0,8.0,3.0,0.0,2.0,Bole,Fully renovated,1644828.0
1988.0,4114.0,4.0,3.0,1965.0,2.0,1.0,1715.0,1.9,Lideta,Not renovated,653164.0
864.0,2763.0,1.0,1.0,1977.0,7.0,0.0,0.0,6.8,Arada,Not renovated,588790.0
1351.0,2252.0,2.0,2.5,2024.0,9.0,0.0,945.0,2.1,Arada,Fully renovated,1030930.0
1156.0,4389.0,3.0,3.5,1990.0,4.0,0.0,512.0,0.9,Nifas Silk,Not renovated,516204.0
2406.0,8010.0,5.0,3.0,1957.0,6.0,1.0,877.0,3.0,Lideta,Not renovated,950283.0
979.0,4330.0,2.0,1.5,1983.0,5.0,0.0,666.0,3.2,Nifas Silk,Partially renovated,596169.0
2674.0,7191.0,6.0,5.0,1940.0,5.0,0.0,771.0,1.7,Bole,Not renovated,1310063.0
1533.0,3197.0,3.0,1.5,2000.0,6.0,1.0,792.0,5.1,Bole,,863004.0
1044.0,3238.0,3.0,3.0,2011.0,8.0,0.0,0.0,5.8,Arada,Not renovated,691393.0
1231.0,4117.0,3.0,3.0,1977.0,9.0,2.0,0.0,1.3,Kirkos,Not renovated,904521.0
1180.0,4697.0,2.0,2.0,1986.0,6.0,0.0,0.0,7.5,Arada,Not renovated,602706.0
1005.0,4412.0,2.0,2.0,2013.0,9.0,2.0,415.0,2.4,Lideta,Fully renovated,850403.0
1601.0,6390.0,4.0,4.0,1960.0,6.0,2.0,370.0,3.2,Lideta,Not renovated,808530.0
1021.0,3824.0,2.0,3.0,1969.0,9.0,,722.0,6.6,Yeka,Partially renovated,809228.0
739.0,3809.0,1.0,1.0,1990.0,6.0,0.0,0.0,3.2,Bole,Not renovated,436796.0
1362.0,4396.0,4.0,3.0,1980.0,6.0,3.0,0.0,2.0,Lideta,Not renovated,864608.0
840.0,986.0,3.0,2.0,1989.0,7.0,0.0,,4.9,Bole,Partially renovated,501367.0
1200.0,1679.0,3.0,3.0,1970.0,10.0,0.0,0.0,9.4,Lideta,Not renovated,636199.0
1138.0,2682.0,3.0,1.5,1999.0,8.0,2.0,877.0,8.7,Arada,Partially renovated,593774.0
1153.0,2944.0,1.0,1.0,1992.0,5.0,2.0,439.0,3.0,Bole,Not renovated,669478.0
3061.0,5525.0,6.0,4.5,2006.0,8.0,2.0,2496.0,2.3,Yeka,Partially renovated,1844367.0
1580.0,7063.0,4.0,3.0,1999.0,6.0,2.0,593.0,2.7,Yeka,Fully renovated,1101149.0
1685.0,3821.0,5.0,4.0,1999.0,5.0,2.0,1374.0,8.7,Yeka,Not renovated,899115.0
847.0,3662.0,2.0,3.0,1966.0,8.0,1.0,80.0,2.6,Kirkos,Fully renovated,590961.0
1241.0,5184.0,3.0,2.5,2005.0,6.0,3.0,661.0,12.2,Yeka,,692567.0
1668.0,5527.0,4.0,3.0,1988.0,7.0,,404.0,6.5,,Not renovated,861995.0
1094.0,3735.0,3.0,3.0,1992.0,6.0,0.0,991.0,4.6,Bole,Not renovated,596252.0
2111.0,4707.0,5.0,4.0,2016.0,7.0,0.0,1624.0,3.0,Arada,Fully renovated,1217322.0
1030.0,4033.0,3.0,3.5,1981.0,7.0,2.0,614.0,5.0,Bole,Partially renovated,883211.0
1406.0,2456.0,2.0,2.0,2022.0,3.0,3.0,0.0,2.0,Kirkos,Fully renovated,795712.0
1270.0,5649.0,3.0,2.5,2024.0,7.0,2.0,529.0,1.4,Kirkos,Partially renovated,921702.0
1639.0,3850.0,5.0,3.0,2010.0,5.0,3.0,801.0,6.5,Lideta,Not renovated,842918.0
1247.0,2252.0,2.0,1.0,1975.0,4.0,2.0,533.0,4.5,Bole,Fully renovated,666875.0
1414.0,4813.0,3.0,1.5,1951.0,6.0,,266.0,7.7,Bole,Fully renovated,816366.0
1430.0,5628.0,3.0,2.5,2017.0,6.0,2.0,965.0,5.7,Bole,Partially renovated,927586.0
1208.0,3515.0,3.0,1.5,1997.0,5.0,0.0,0.0,2.9,Yeka,Partially renovated,653895.0
1828.0,5672.0,4.0,4.0,1980.0,7.0,3.0,1303.0,8.7,Bole,Fully renovated,1400841.0
1681.0,3408.0,4.0,3.0,2018.0,4.0,2.0,991.0,3.2,Arada,Not renovated,659041.0
1504.0,5196.0,4.0,3.0,1978.0,6.0,2.0,671.0,10.2,Nifas Silk,Fully renovated,628361.0
1339.0,4774.0,3.0,2.0,1987.0,5.0,2.0,760.0,3.1,Lideta,Fully renovated,625375.0
2032.0,4780.0,5.0,4.0,2005.0,6.0,2.0,814.0,1.6,Bole,Partially renovated,1435232.0
1431.0,2592.0,4.0,2.5,1973.0,7.0,1.0,924.0,11.4,Kirkos,Not renovated,640139.0
1397.0,4152.0,4.0,2.5,1993.0,5.0,2.0,1100.0,3.0,,Not renovated,617955.0
1606.0,3031.0,4.0,4.0,2017.0,7.0,2.0,523.0,3.2,Kirkos,Fully renovated,965541.0
2760.0,7872.0,6.0,4.5,1999.0,6.0,2.0,1310.0,1.7,Bole,Fully renovated,1776637.0
983.0,2993.0,3.0,2.5,2020.0,3.0,0.0,0.0,4.3,Nifas Silk,Partially renovated,532080.0
2014.0,4048.0,5.0,4.0,2018.0,3.0,1.0,1160.0,1.8,Kirkos,Fully renovated,1058226.0
814.0,1659.0,1.0,1.0,1995.0,6.0,0.0,500.0,11.0,Kirkos,Not renovated,366410.0
1669.0,2878.0,4.0,3.5,1948.0,6.0,3.0,1252.0,3.6,Nifas Silk,Fully renovated,722389.0
2648.0,10131.0,6.0,4.0,1973.0,6.0,3.0,1645.0,2.3,Nifas Silk,Not renovated,1111931.0
1830.0,8110.0,5.0,5.0,2010.0,6.0,2.0,494.0,4.8,Kirkos,Not renovated,1034270.0
1643.0,4102.0,5.0,3.5,1964.0,7.0,1.0,1146.0,17.1,Lideta,Not renovated,575822.0
1281.0,5035.0,3.0,3.5,1988.0,8.0,1.0,1025.0,5.0,Kirkos,Not renovated,858054.0
1566.0,2460.0,3.0,2.5,2002.0,4.0,2.0,373.0,3.9,Lideta,Not renovated,725339.0
1423.0,2430.0,4.0,3.5,2024.0,4.0,1.0,365.0,4.7,Kirkos,Partially renovated,718804.0
1187.0,5002.0,2.0,2.0,1983.0,5.0,2.0,605.0,7.9,Lideta,Not renovated,592938.0
1405.0,5825.0,2.0,2.5,1982.0,7.0,2.0,721.0,7.5,Yeka,Partially renovated,857923.0
1658.0,6895.0,4.0,2.5,1994.0,8.0,2.0,974.0,5.6,Arada,Not renovated,1048063.0
1194.0,1272.0,3.0,3.0,2002.0,6.0,2.0,626.0,8.9,Nifas Silk,Fully renovated,799788.0
1178.0,3835.0,3.0,3.5,1992.0,2.0,0.0,0.0,4.9,Nifas Silk,Not renovated,332092.0
976.0,2803.0,3.0,2.5,2016.0,4.0,1.0,,4.2,Bole,Partially renovated,744203.0
1770.0,3531.0,4.0,3.0,1979.0,5.0,2.0,587.0,4.9,Lideta,Partially renovated,912967.0
1866.0,3578.0,4.0,3.0,1997.0,5.0,2.0,432.0,3.1,Yeka,,858555.0
1677.0,7678.0,4.0,3.0,2004.0,6.0,1.0,861.0,8.1,Lideta,Not renovated,720983.0
2152.0,2969.0,4.0,4.0,1987.0,6.0,1.0,1900.0,3.0,Bole,Not renovated,1150983.0
1597.0,5832.0,2.0,1.5,2012.0,6.0,1.0,1074.0,0.8,Arada,Not renovated,837622.0
1771.0,5975.0,5.0,3.5,1998.0,8.0,2.0,848.0,1.4,Kirkos,Not renovated,1065448.0
1719.0,6598.0,4.0,4.0,2011.0,5.0,2.0,1264.0,5.9,Bole,Not renovated,994966.0
1503.0,5973.0,4.0,3.5,1999.0,5.0,2.0,640.0,2.7,Kirkos,Partially renovated,965251.0
1294.0,5568.0,4.0,4.5,2003.0,7.0,2.0,642.0,7.6,Nifas Silk,Not renovated,517077.0
3291.0,6654.0,6.0,4.5,1982.0,4.0,1.0,0.0,4.6,Yeka,Not renovated,1223171.0
1329.0,1557.0,3.0,2.5,1982.0,7.0,2.0,0.0,8.0,Bole,Not renovated,829413.0
1236.0,3513.0,2.0,1.5,2019.0,6.0,0.0,846.0,0.9,Kirkos,Not renovated,758031.0
1796.0,4287.0,3.0,2.5,2008.0,6.0,3.0,1278.0,3.0,Nifas Silk,Not renovated,735834.0
1689.0,3292.0,4.0,2.0,1975.0,9.0,0.0,891.0,2.3,Bole,Partially renovated,1227915.0
961.0,2107.0,2.0,2.0,1999.0,5.0,0.0,0.0,18.0,Yeka,Partially renovated,493242.0
2270.0,4538.0,5.0,4.0,1948.0,9.0,0.0,801.0,3.4,Arada,Not renovated,1191903.0
1501.0,2105.0,5.0,4.0,1984.0,6.0,2.0,1286.0,1.4,Arada,Not renovated,761257.0
1062.0,2327.0,1.0,1.0,2014.0,4.0,1.0,243.0,5.9,Bole,Not renovated,638472.0
2322.0,9894.0,6.0,4.0,1992.0,6.0,3.0,1427.0,2.1,Nifas Silk,Partially renovated,1291686.0
1917.0,3896.0,4.0,3.5,1997.0,5.0,0.0,1226.0,8.5,Lideta,Not renovated,673912.0
1008.0,5659.0,3.0,2.0,1940.0,5.0,2.0,475.0,9.5,Bole,Fully renovated,629264.0
2836.0,12439.0,6.0,5.0,1987.0,7.0,2.0,1503.0,2.3,Bole,Partially renovated,1938339.0
1939.0,3847.0,5.0,5.0,2002.0,7.0,1.0,545.0,2.7,Kirkos,Partially renovated,1171129.0
1545.0,5809.0,3.0,3.5,2004.0,5.0,1.0,878.0,5.5,Bole,Not renovated,735263.0
2662.0,8554.0,6.0,3.5,2014.0,8.0,2.0,2201.0,8.7,Arada,Fully renovated,1666370.0
1636.0,5455.0,4.0,3.0,1991.0,8.0,2.0,831.0,5.9,Nifas Silk,Not renovated,727483.0
1535.0,3737.0,5.0,4.0,1992.0,8.0,3.0,0.0,3.4,Bole,Not renovated,973177.0
1238.0,3009.0,3.0,2.5,1968.0,7.0,1.0,395.0,1.6,Arada,Fully renovated,658889.0
1889.0,3592.0,4.0,2.5,1991.0,8.0,2.0,954.0,12.9,Nifas Silk,Partially renovated,971371.0
1823.0,6291.0,4.0,3.5,1970.0,3.0,1.0,1406.0,6.0,Bole,Not renovated,767757.0
1558.0,6446.0,5.0,4.0,1958.0,6.0,1.0,1192.0,14.6,Arada,Not renovated,721740.0
1185.0,4786.0,3.0,3.5,1973.0,5.0,,0.0,6.6,,Not renovated,572320.0
1620.0,5439.0,5.0,3.5,2024.0,6.0,2.0,0.0,13.4,Arada,Fully renovated,914847.0
1514.0,6883.0,3.0,3.0,1990.0,5.0,1.0,1144.0,2.5,Kirkos,Not renovated,828354.0
985.0,2645.0,2.0,1.0,1999.0,6.0,0.0,0.0,2.7,Nifas Silk,Not renovated,492666.0
940.0,900.0,3.0,2.0,1985.0,9.0,0.0,0.0,4.0,Arada,Not renovated,586794.0
1878.0,7848.0,5.0,4.0,1959.0,6.0,2.0,783.0,2.4,Lideta,Fully renovated,967963.0
640.0,1235.0,1.0,1.5,2014.0,7.0,0.0,200.0,1.2,Lideta,Partially renovated,386088.0
1662.0,1437.0,3.0,2.0,1952.0,6.0,3.0,1083.0,2.9,Kirkos,Not renovated,818124.0
1317.0,4217.0,4.0,3.0,1984.0,6.0,2.0,790.0,6.5,Kirkos,Fully renovated,830594.0
2418.0,11477.0,6.0,4.0,1994.0,6.0,2.0,886.0,1.8,Lideta,Not renovated,1170879.0
1311.0,3625.0,4.0,3.0,2000.0,7.0,0.0,476.0,1.9,Bole,Partially renovated,1038907.0
1940.0,5593.0,6.0,5.0,1980.0,8.0,3.0,0.0,3.0,Nifas Silk,Partially renovated,1088959.0
1354.0,2685.0,3.0,,1958.0,9.0,2.0,719.0,2.2,Arada,Not renovated,753005.0
1611.0,3063.0,4.0,3.0,1979.0,7.0,2.0,843.0,3.2,Lideta,Partially renovated,682899.0
1991.0,3937.0,6.0,4.0,1980.0,7.0,2.0,908.0,4.3,Lideta,Fully renovated,1047589.0
1324.0,4684.0,4.0,3.0,1980.0,4.0,2.0,478.0,1.9,Bole,Not renovated,668769.0
2175.0,8903.0,4.0,4.0,2014.0,6.0,2.0,1460.0,3.1,Bole,Not renovated,1249534.0
1106.0,2237.0,2.0,2.0,1971.0,8.0,,646.0,4.5,Yeka,Fully renovated,862657.0
1713.0,4267.0,4.0,2.5,2001.0,8.0,1.0,683.0,2.5,Bole,Not renovated,1124757.0
2121.0,4271.0,5.0,3.5,1998.0,7.0,1.0,0.0,,Nifas Silk,Partially renovated,1176374.0
1940.0,2912.0,4.0,2.5,2014.0,8.0,2.0,895.0,2.6,Lideta,Not renovated,1038906.0
2974.0,10022.0,6.0,,1992.0,7.0,2.0,1756.0,3.5,Bole,Fully renovated,2156818.0
1196.0,4892.0,3.0,3.0,2011.0,8.0,2.0,463.0,1.1,Nifas Silk,Partially renovated,829249.0
970.0,3562.0,3.0,2.5,1992.0,7.0,0.0,0.0,6.6,Kirkos,Fully renovated,737540.0
1105.0,3770.0,1.0,2.0,2004.0,6.0,2.0,834.0,3.7,Kirkos,Not renovated,631456.0
1940.0,5904.0,5.0,4.0,1965.0,7.0,2.0,553.0,2.6,Bole,Fully renovated,1283687.0
1836.0,4001.0,5.0,4.0,1942.0,2.0,2.0,753.0,1.3,Yeka,Not renovated,721087.0
1605.0,3354.0,3.0,3.0,2003.0,7.0,3.0,208.0,6.1,Kirkos,Partially renovated,958161.0
1058.0,6176.0,2.0,1.0,2004.0,1.0,1.0,,9.5,Arada,Partially renovated,364020.0
2012.0,6994.0,4.0,3.5,2005.0,4.0,2.0,1129.0,,Yeka,Not renovated,910680.0
1022.0,4013.0,2.0,2.0,1985.0,7.0,3.0,761.0,13.8,Nifas Silk,Partially renovated,539955.0
2299.0,,6.0,5.0,2024.0,7.0,1.0,689.0,4.4,Yeka,Not renovated,1252200.0
4095.0,14247.0,6.0,5.0,1986.0,4.0,2.0,2519.0,4.5,Arada,Not renovated,1459473.0
1756.0,8493.0,4.0,2.5,2003.0,5.0,2.0,760.0,7.8,Yeka,Partially renovated,871422.0
1890.0,4808.0,5.0,4.5,2007.0,8.0,2.0,798.0,6.3,Kirkos,Not renovated,1082240.0
1311.0,2368.0,3.0,2.5,2024.0,5.0,,713.0,1.8,Yeka,Partially renovated,766381.0
838.0,1956.0,2.0,1.5,1989.0,10.0,1.0,0.0,2.9,Yeka,Not renovated,612813.0
1263.0,2605.0,3.0,2.5,1982.0,6.0,3.0,627.0,8.7,Bole,Not renovated,797372.0
1069.0,1380.0,3.0,2.5,1965.0,7.0,1.0,572.0,6.4,Yeka,Partially renovated,707439.0
948.0,3095.0,3.0,3.5,2024.0,9.0,0.0,723.0,13.9,Lideta,Not renovated,468348.0
2784.0,10606.0,6.0,4.5,2003.0,6.0,2.0,889.0,5.7,Yeka,Fully renovated,1537969.0
1701.0,6868.0,3.0,2.5,2004.0,5.0,0.0,1397.0,6.5,Bole,Fully renovated,998775.0
1764.0,5835.0,5.0,4.5,2024.0,6.0,1.0,0.0,2.6,Bole,Not renovated,1156023.0
1395.0,2759.0,4.0,4.0,2002.0,6.0,3.0,1026.0,9.4,Bole,Not renovated,943331.0
1462.0,5416.0,4.0,3.5,1969.0,4.0,2.0,0.0,0.6,Bole,Not renovated,863880.0
2152.0,5770.0,6.0,5.0,1991.0,6.0,0.0,1336.0,5.0,Bole,,1404457.0
1533.0,2299.0,4.0,3.5,1976.0,5.0,2.0,188.0,6.6,Bole,Not renovated,957452.0
1856.0,3855.0,4.0,3.5,1987.0,8.0,2.0,1539.0,5.5,Yeka,Fully renovated,1244687.0
1450.0,3040.0,3.0,3.0,1987.0,6.0,0.0,841.0,4.4,Kirkos,Fully renovated,981947.0
1380.0,2779.0,2.0,2.0,1983.0,6.0,2.0,358.0,4.1,Nifas Silk,Not renovated,583689.0
961.0,3884.0,2.0,2.0,1967.0,6.0,0.0,472.0,4.5,Arada,Partially renovated,629504.0
791.0,2967.0,1.0,2.0,2024.0,7.0,0.0,538.0,2.0,Bole,Not renovated,694112.0
1418.0,5172.0,3.0,3.5,2001.0,7.0,3.0,1057.0,,Kirkos,Partially renovated,771823.0
1580.0,3211.0,5.0,4.0,1990.0,5.0,1.0,,2.6,Kirkos,Not renovated,737967.0
1001.0,3604.0,3.0,2.0,2010.0,5.0,1.0,587.0,3.0,Kirkos,Partially renovated,545082.0
1532.0,6118.0,4.0,4.0,2004.0,8.0,1.0,1001.0,1.8,Kirkos,Not renovated,834787.0
1579.0,3094.0,3.0,3.0,2001.0,6.0,2.0,1079.0,18.0,Yeka,Fully renovated,905756.0
745.0,2336.0,2.0,,2009.0,4.0,1.0,,5.2,Yeka,Not renovated,650851.0
1136.0,3564.0,3.0,2.5,1998.0,7.0,3.0,530.0,1.5,Kirkos,Partially renovated,804804.0
1780.0,4048.0,4.0,,2008.0,7.0,1.0,1117.0,,Arada,Fully renovated,1173656.0
1768.0,2773.0,4.0,3.0,2010.0,4.0,2.0,1414.0,9.4,Lideta,Partially renovated,873458.0
1047.0,3664.0,3.0,2.0,1998.0,7.0,2.0,297.0,5.4,Arada,Partially renovated,770130.0
1636.0,2002.0,3.0,2.5,1991.0,7.0,2.0,,4.3,Nifas Silk,Not renovated,742203.0
2194.0,4839.0,5.0,4.0,2024.0,7.0,0.0,651.0,2.5,Lideta,Not renovated,1024002.0
2019.0,4499.0,4.0,3.0,1985.0,7.0,2.0,861.0,5.4,Arada,Not renovated,1057252.0
1501.0,6360.0,3.0,3.0,2003.0,4.0,1.0,1091.0,7.3,Arada,Fully renovated,870265.0
1322.0,3211.0,3.0,3.0,2003.0,7.0,2.0,,7.4,Kirkos,Not renovated,789443.0
1251.0,3729.0,3.0,3.0,1983.0,6.0,2.0,796.0,5.1,Bole,Not renovated,829482.0
1817.0,4186.0,5.0,3.5,1979.0,5.0,0.0,0.0,5.1,,Partially renovated,841955.0
1656.0,7372.0,4.0,3.5,1988.0,8.0,3.0,1343.0,10.4,Kirkos,Not renovated,831682.0
1920.0,5745.0,5.0,4.0,1985.0,8.0,2.0,1280.0,9.7,Lideta,Fully renovated,1175222.0
1621.0,6656.0,5.0,3.0,1966.0,9.0,2.0,906.0,3.9,Yeka,Not renovated,953395.0
2048.0,4443.0,4.0,3.5,1982.0,8.0,2.0,1273.0,13.2,Kirkos,Not renovated,1086570.0
1601.0,3054.0,5.0,4.0,2000.0,6.0,2.0,497.0,1.5,Bole,Partially renovated,1170077.0
2024.0,6947.0,5.0,5.0,2020.0,7.0,2.0,0.0,5.2,Nifas Silk,Not renovated,862216.0
2084.0,5126.0,6.0,5.0,2006.0,7.0,1.0,1277.0,5.6,Lideta,Fully renovated,1128520.0
1179.0,3958.0,3.0,3.0,1943.0,6.0,2.0,487.0,2.3,Kirkos,Not renovated,843420.0
838.0,2921.0,2.0,2.0,2008.0,6.0,0.0,0.0,1.3,Yeka,Not renovated,560725.0
